total_sqft_cleaned,bath,bhk,availability_encoded,balcony,price_per_sqft,location_reduced,price
1208.0,3.0,3.0,1,1.0,3725.1655629139073,Chandapura,45.0
1910.0,3.0,3.0,1,2.0,8429.319371727748,Whitefield,161.0
3252.0,4.0,4.0,1,1.0,7072.570725707257,Whitefield,230.0
1200.0,2.0,2.0,1,1.0,5416.666666666667,other,65.0
1200.0,4.0,4.0,1,1.0,14583.333333333334,other,175.0
1175.0,2.0,2.0,1,1.0,6978.723404255319,7th Phase JP Nagar,82.0
1000.0,2.0,2.0,1,0.0,16500.0,other,165.0
1200.0,2.0,4.0,1,0.0,10416.666666666666,Bannerghatta Road,125.0
2390.0,3.0,3.0,1,2.0,17154.81171548117,Rajaji Nagar,410.0
12000.0,6.0,7.0,0,3.0,18333.333333333332,Rajaji Nagar,2200.0
550.0,1.0,2.0,1,1.0,11272.727272727272,other,62.0
1185.0,2.0,2.0,1,2.0,3206.7510548523205,other,38.0
750.0,2.0,2.0,1,1.0,5066.666666666667,Kengeri,38.0
1200.0,7.0,6.0,1,3.0,20833.333333333332,other,250.0
1550.0,3.0,3.0,1,3.0,4161.290322580645,Kanakpura Road,64.5
1760.0,3.0,3.0,1,2.0,5000.0,other,88.0
1125.0,2.0,2.0,1,2.0,5511.111111111111,other,62.0
1350.0,3.0,3.0,1,2.0,11111.111111111111,Nagarbhavi,150.0
1000.0,2.0,2.0,0,1.0,5500.0,other,55.0
1090.0,2.0,2.0,0,2.0,2888.0733944954127,other,31.48
1200.0,2.0,2.0,1,0.0,5000.0,TC Palaya,60.0
1991.0,4.0,3.0,1,2.0,5173.279758915118,Budigere,103.0
1060.0,2.0,2.0,0,1.0,2500.0,other,26.5
1105.0,2.0,2.0,1,1.0,6787.330316742082,other,75.0
985.0,2.0,2.0,1,2.0,6802.030456852792,Hoodi,67.0
1533.0,5.0,6.0,1,3.0,5544.683626875408,Chandapura,85.0
1590.0,3.0,3.0,0,2.0,4968.553459119496,other,79.0
1120.0,2.0,2.0,1,2.0,4910.714285714285,other,55.0
1069.0,2.0,2.0,1,1.0,5144.9953227315245,other,55.0
1933.0,3.0,3.0,1,2.0,7242.628039317124,Marathahalli,140.0
1194.0,2.0,2.0,0,0.0,5778.894472361809,other,69.0
1150.0,2.0,2.0,1,3.0,6000.0,other,69.0
1240.0,2.0,2.0,1,2.0,3800.0,other,47.12
1419.0,2.0,2.0,1,2.0,3389.7110641296686,Raja Rajeshwari Nagar,48.1
1200.0,8.0,8.0,1,2.0,20833.333333333332,7th Phase JP Nagar,250.0
2150.0,4.0,3.0,1,2.0,11162.790697674418,other,240.0
1450.0,3.0,3.0,1,2.0,3793.103448275862,other,55.0
1630.0,3.0,3.0,0,2.0,4189.57055214724,other,68.29
708.0,1.0,2.0,1,1.0,5649.717514124294,other,40.0
1000.0,4.0,3.0,1,3.0,11000.0,Kasavanhalli,110.0
11890.0,4.0,4.0,1,3.0,5887.300252312868,Whitefield,700.0
1250.0,2.0,2.0,1,1.0,6080.0,Bellandur,76.0
1400.0,2.0,3.0,1,1.0,6785.714285714285,7th Phase JP Nagar,95.0
1670.0,2.0,3.0,1,3.0,3413.1736526946106,Sarjapur  Road,57.0
1750.0,3.0,3.0,1,2.0,5714.285714285715,other,100.0
1404.0,2.0,2.0,1,1.0,5056.980056980057,other,71.0
1715.0,2.0,3.0,1,2.0,5539.35860058309,Hoodi,95.0
630.0,1.0,1.0,0,1.0,5500.0,Electronic City,34.65
1752.12,3.0,3.0,1,2.0,7704.951715635916,Harlur,135.0
1650.0,3.0,3.0,1,2.0,4727.272727272727,Hulimavu,78.0
1295.0,2.0,2.0,1,1.0,4283.397683397683,Raja Rajeshwari Nagar,55.47
1800.0,3.0,3.0,1,2.0,14000.0,other,252.0
1346.0,2.0,2.0,0,1.0,5500.0,Sarjapur  Road,74.03
1200.0,4.0,4.0,1,2.0,16666.666666666668,other,200.0
1150.0,2.0,2.0,1,2.0,4782.608695652174,Hormavu,55.0
3309.0,4.0,4.0,1,3.0,9821.698398307646,other,325.0
1190.0,2.0,3.0,0,2.0,2550.4201680672268,Chandapura,30.35
1620.0,3.0,3.0,1,2.0,6049.382716049383,other,98.0
950.0,2.0,2.0,0,1.0,4943.1578947368425,Marathahalli,46.96
5000.0,9.0,11.0,1,3.0,7200.0,other,360.0
2450.0,3.0,3.0,1,0.0,4897.959183673469,Harlur,120.0
1220.0,2.0,3.0,0,1.0,2887.7049180327863,Electronic City Phase II,35.23
850.0,2.0,2.0,1,1.0,3529.4117647058824,other,30.0
1020.0,2.0,2.0,1,2.0,6176.470588235294,other,63.0
1100.0,2.0,2.0,1,2.0,4545.454545454545,other,50.0
1150.0,2.0,2.0,1,2.0,10956.521739130434,other,126.0
1760.0,2.0,3.0,0,2.0,7386.363636363636,Hebbal,130.0
1800.0,3.0,3.0,1,3.0,6111.111111111111,other,110.0
1070.0,2.0,2.0,1,1.0,5046.728971962617,Akshaya Nagar,54.0
1500.0,4.0,4.0,1,2.0,14666.666666666666,other,220.0
1440.0,2.0,2.0,1,0.0,6597.222222222223,other,95.0
900.0,2.0,2.0,1,1.0,4444.444444444444,other,40.0
1200.0,4.0,4.0,1,1.0,19166.666666666668,other,230.0
1130.0,2.0,2.0,0,1.0,3730.973451327434,Whitefield,42.16
1320.0,2.0,2.0,1,1.0,12500.0,Koramangala,165.0
1270.0,2.0,2.0,0,1.0,7716.535433070866,other,98.0
1200.0,2.0,2.0,1,1.0,5166.666666666667,other,62.0
4800.0,4.0,4.0,1,2.0,4895.833333333333,other,235.0
1200.0,2.0,2.0,1,1.0,6166.666666666667,other,74.0
929.0,2.0,2.0,1,0.0,5400.4305705059205,other,50.17
1150.0,4.0,4.0,1,2.0,22608.695652173912,other,260.0
1125.0,4.0,4.0,1,3.0,16000.0,other,180.0
500.0,3.0,5.0,1,2.0,13000.0,other,65.0
1200.0,5.0,5.0,1,2.0,15833.333333333334,other,190.0
1464.0,3.0,3.0,1,2.0,3825.136612021858,other,56.0
3600.0,4.0,4.0,1,3.0,11111.111111111111,7th Phase JP Nagar,400.0
2000.0,4.0,4.0,1,2.0,4950.0,other,99.0
1208.0,2.0,2.0,1,1.0,4056.291390728477,other,49.0
1130.0,2.0,2.0,1,2.0,5309.734513274337,other,60.0
1753.0,3.0,3.0,1,2.0,6845.407872219053,other,120.0
4500.0,7.0,5.0,1,3.0,7488.888888888889,Old Madras Road,337.0
600.0,3.0,3.0,1,2.0,9666.666666666666,other,58.0
1196.0,2.0,2.0,0,2.0,7894.648829431439,Hoodi,94.42
1150.0,3.0,2.0,1,3.0,4565.217391304348,other,52.5
1128.0,2.0,2.0,0,1.0,5585.106382978724,Electronic City,63.0
1000.0,2.0,2.0,1,1.0,5300.0,other,53.0
1035.0,2.0,2.0,1,1.0,4347.826086956522,Yelahanka,45.0
950.0,2.0,2.0,1,1.0,3368.4210526315787,other,32.0
1075.0,2.0,3.0,1,1.0,3348.8372093023254,Bisuvanahalli,36.0
1040.0,2.0,2.0,1,1.0,4663.461538461538,Whitefield,48.5
720.0,2.0,2.0,0,1.0,6250.0,other,45.0
1511.0,3.0,3.0,1,1.0,6287.22700198544,other,95.0
1300.0,3.0,3.0,1,1.0,4461.538461538462,other,58.0
1545.0,3.0,3.0,0,1.0,4449.838187702266,Hoodi,68.75
375.0,2.0,1.0,1,0.0,6933.333333333333,other,26.0
1062.0,2.0,2.0,1,3.0,3578.154425612053,other,38.0
1115.0,2.0,2.0,1,1.0,3587.4439461883408,other,40.0
1000.0,2.0,2.0,1,1.0,3500.0,JP Nagar,35.0
883.0,2.0,2.0,0,1.0,5096.262740656852,other,45.0
1195.0,2.0,2.0,0,1.0,5857.740585774059,Sarjapur  Road,70.0
1200.0,3.0,4.0,1,1.0,13750.0,other,165.0
700.0,1.0,1.0,1,0.0,5857.142857142857,other,41.0
1246.0,2.0,2.0,1,1.0,5377.2070626003215,other,67.0
660.0,4.0,4.0,1,2.0,13636.363636363636,8th Phase JP Nagar,90.0
8500.0,4.0,4.0,1,2.0,1705.8823529411766,other,145.0
1600.0,4.0,4.0,1,1.0,5000.0,other,80.0
2805.0,5.0,4.0,0,3.0,5490.196078431372,Haralur Road,154.0
1584.0,3.0,3.0,1,2.0,4103.535353535353,Begur Road,65.0
3000.0,5.0,4.0,1,1.0,9166.666666666666,other,275.0
1175.0,2.0,3.0,1,2.0,4085.1063829787236,other,48.0
1595.0,3.0,3.0,0,2.0,7210.031347962383,other,115.0
1353.0,2.0,2.0,1,2.0,8130.081300813008,other,110.0
1599.0,3.0,3.0,0,2.0,7817.385866166354,Electronic City,125.0
1150.0,2.0,2.0,1,1.0,6086.95652173913,Whitefield,70.0
5230.0,6.0,4.0,0,1.0,8891.013384321224,Jakkur,465.0
1155.0,2.0,2.0,1,2.0,3700.4329004329006,KR Puram,42.74
1200.0,2.0,1.0,1,0.0,7083.333333333333,other,85.0
1000.0,2.0,2.0,0,1.0,2500.0,Electronic City Phase II,25.0
3000.0,4.0,4.0,1,2.0,4000.0,Thanisandra,120.0
1867.0,3.0,3.0,1,1.0,8569.89823245849,other,160.0
1251.0,2.0,2.0,0,1.0,3756.994404476419,Ramagondanahalli,47.0
1028.0,2.0,2.0,0,1.0,4426.070038910506,other,45.5
1222.0,2.0,2.0,1,2.0,3682.4877250409168,other,45.0
1170.0,2.0,3.0,1,1.0,5641.025641025641,Bannerghatta Road,66.0
2400.0,4.0,3.0,1,1.0,10208.333333333334,Hebbal,245.0
1385.0,2.0,3.0,1,2.0,3500.361010830325,other,48.48
1372.0,2.0,2.0,1,1.0,4956.268221574344,HSR Layout,68.0
1282.0,2.0,3.0,1,2.0,3822.1528861154447,other,49.0
5000.0,9.0,9.0,1,3.0,4200.0,other,210.0
3000.0,3.0,5.0,1,1.0,17600.0,other,528.0
1135.0,2.0,2.0,1,1.0,3500.440528634361,Kanakpura Road,39.73
1768.0,3.0,3.0,0,2.0,5712.669683257918,Whitefield,101.0
1325.0,2.0,3.0,1,1.0,6792.452830188679,other,90.0
1599.0,3.0,3.0,0,2.0,6191.369606003753,Electronic City,99.0
1500.0,3.0,3.0,0,1.0,4130.0,Whitefield,61.95
2610.0,3.0,3.0,1,0.0,19118.773946360154,other,499.0
1286.0,2.0,2.0,1,2.0,4898.9113530326595,Uttarahalli,63.0
2845.0,5.0,5.0,1,1.0,4920.91388400703,other,140.0
1600.0,2.0,3.0,1,2.0,3125.0,other,50.0
1317.5,2.0,2.0,0,0.0,4840.2277039848195,Hennur Road,63.77
3450.0,5.0,3.0,1,2.0,7536.231884057971,Hebbal,260.0
1102.0,2.0,2.0,0,2.0,4870.235934664247,other,53.67
1350.0,2.0,2.0,1,2.0,4000.0,Yelahanka,54.0
1200.0,2.0,3.0,1,2.0,3500.0,Banashankari,42.0
1300.0,6.0,6.0,1,0.0,11153.846153846154,Hosa Road,145.0
1800.0,1.0,2.0,1,1.0,4444.444444444444,other,80.0
950.0,2.0,2.0,1,1.0,4210.526315789473,other,40.0
525.0,1.0,1.0,0,1.0,5190.476190476191,Kanakpura Road,27.25
656.0,2.0,2.0,1,1.0,3810.9756097560976,other,25.0
1780.0,4.0,4.0,1,3.0,9831.460674157302,Marathahalli,175.0
1056.0,2.0,2.0,1,1.0,7575.757575757576,other,80.0
595.0,1.0,1.0,0,1.0,5600.0,Bannerghatta Road,33.32
1080.0,2.0,2.0,1,2.0,4629.62962962963,other,50.0
2225.0,3.0,3.0,0,1.0,7191.011235955056,7th Phase JP Nagar,160.0
1126.0,2.0,2.0,0,1.0,2500.0,other,28.15
1490.0,3.0,3.0,1,1.0,5637.583892617449,Electronics City Phase 1,84.0
2000.0,4.0,4.0,1,1.0,15000.0,other,300.0
1550.0,3.0,3.0,1,3.0,6451.612903225807,Sarjapur  Road,100.0
1160.0,2.0,2.0,1,1.0,4741.379310344828,other,55.0
4144.0,4.0,4.0,1,3.0,7601.351351351352,Whitefield,315.0
2100.0,3.0,3.0,1,2.0,5952.380952380952,Sarjapur  Road,125.0
1404.0,2.0,2.0,1,1.0,4935.897435897436,other,69.3
2230.0,4.0,4.0,1,3.0,10089.686098654709,Sarjapur  Road,225.0
1544.0,3.0,3.0,1,2.0,7772.020725388601,other,120.0
1305.0,2.0,3.0,0,1.0,4498.08429118774,other,58.7
1230.0,2.0,2.0,1,2.0,6504.065040650406,Marathahalli,80.0
1200.0,2.0,2.0,1,0.0,5416.666666666667,other,65.0
1460.0,3.0,3.0,1,1.0,5000.0,Harlur,73.0
967.0,2.0,2.0,1,3.0,4653.567735263702,other,45.0
540.0,1.0,1.0,1,1.0,6666.666666666667,other,36.0
715.0,1.0,1.0,0,2.0,6433.566433566433,Hormavu,46.0
2500.0,3.0,3.0,1,2.0,12520.0,Whitefield,313.0
1578.0,3.0,3.0,1,1.0,11406.84410646388,other,180.0
1020.0,2.0,2.0,1,1.0,4799.019607843137,other,48.95
1020.0,2.0,2.0,1,1.0,3921.5686274509803,Jigani,40.0
1253.0,2.0,2.0,1,1.0,8140.462889066241,Koramangala,102.0
1180.0,2.0,2.0,1,2.0,3559.322033898305,other,42.0
961.0,2.0,2.0,1,2.0,3954.2143600416234,other,38.0
1419.0,3.0,3.0,1,3.0,5285.412262156448,other,75.0
1709.0,3.0,3.0,1,2.0,8777.062609713283,Harlur,150.0
1600.0,2.0,2.0,1,0.0,7187.5,other,115.0
416.0,1.0,1.0,0,1.0,4447.115384615385,other,18.5
1100.0,2.0,2.0,1,2.0,8909.09090909091,other,98.0
1430.0,2.0,3.0,1,1.0,4545.454545454545,HSR Layout,65.0
1260.0,2.0,2.0,1,2.0,3571.4285714285716,other,45.0
1630.0,3.0,3.0,1,2.0,5214.7239263803685,other,85.0
1249.0,3.0,3.0,0,2.0,3579.663730984788,Sarjapur  Road,44.71
1450.0,2.0,3.0,1,3.0,5862.068965517241,other,85.0
2791.0,3.0,3.0,0,1.0,7989.967753493372,other,223.0
600.0,1.0,1.0,1,0.0,15000.0,other,90.0
834.0,1.0,1.0,1,1.0,7194.244604316546,other,60.0
1125.0,4.0,3.0,1,1.0,6222.222222222223,other,70.0
2060.0,3.0,3.0,1,2.0,6796.116504854369,other,140.0
12000.0,7.0,7.0,0,3.0,18333.333333333332,Malleshwaram,2200.0
891.0,2.0,2.0,1,1.0,2805.8361391694725,other,25.0
1133.0,2.0,2.0,1,1.0,4330.979699911739,Raja Rajeshwari Nagar,49.07
1075.0,2.0,3.0,1,1.0,3441.860465116279,Bisuvanahalli,37.0
3000.0,5.0,4.0,0,2.0,8666.666666666666,other,260.0
2440.0,5.0,4.0,1,2.0,17418.032786885247,other,425.0
1200.0,2.0,2.0,1,2.0,4583.333333333333,other,55.0
1075.0,2.0,2.0,1,2.0,4260.46511627907,Thanisandra,45.8
1140.0,2.0,2.0,1,2.0,3508.7719298245615,Kaggadasapura,40.0
940.0,4.0,5.0,1,2.0,15957.446808510638,other,150.0
2160.0,5.0,6.0,1,1.0,11574.074074074075,other,250.0
1090.0,2.0,2.0,1,1.0,3853.211009174312,Raja Rajeshwari Nagar,42.0
1500.0,4.0,4.0,1,1.0,4666.666666666667,other,70.0
4104.0,4.0,4.0,1,2.0,8771.929824561403,Whitefield,360.0
1790.0,3.0,3.0,1,2.0,5586.592178770949,Whitefield,100.0
1920.0,3.0,3.0,0,2.0,6979.166666666667,Hebbal,134.0
1374.0,2.0,2.0,1,2.0,6914.1193595342065,other,95.0
1445.0,3.0,3.0,1,2.0,6574.39446366782,Bannerghatta Road,95.0
711.0,1.0,1.0,0,1.0,5063.291139240507,other,36.0
1500.0,3.0,3.0,1,3.0,6333.333333333333,other,95.0
1720.0,3.0,3.0,1,3.0,5813.953488372093,Whitefield,100.0
1400.0,3.0,3.0,1,2.0,4285.714285714285,other,60.0
1030.0,2.0,2.0,1,2.0,4757.281553398058,other,49.0
1200.0,2.0,2.0,1,1.0,7083.333333333333,other,85.0
1375.0,3.0,3.0,0,2.0,5090.909090909091,other,70.0
1050.0,1.0,2.0,1,2.0,5333.333333333333,other,56.0
2250.0,3.0,3.0,1,2.0,7111.111111111111,Jalahalli,160.0
1000.0,2.0,2.0,1,2.0,5000.0,Bellandur,50.0
469.0,1.0,1.0,1,0.0,5330.490405117271,other,25.0
3800.0,4.0,4.0,1,3.0,6578.9473684210525,Marathahalli,250.0
883.0,2.0,2.0,1,1.0,3284.2582106455266,other,29.0
1820.0,2.0,3.0,1,3.0,4725.274725274725,other,86.0
1440.0,2.0,3.0,1,3.0,4513.888888888889,other,65.0
3600.0,4.0,6.0,1,1.0,4444.444444444444,other,160.0
2500.0,5.0,4.0,1,2.0,13000.0,Malleshwaram,325.0
1225.0,2.0,2.0,0,2.0,3918.3673469387754,other,48.0
4000.0,3.0,3.0,1,1.0,16500.0,other,660.0
875.0,2.0,2.0,1,3.0,6034.285714285715,other,52.8
750.0,1.0,1.0,1,2.0,5333.333333333333,other,40.0
1180.0,2.0,2.0,1,3.0,6779.661016949152,other,80.0
1194.0,2.0,2.0,1,2.0,3936.348408710218,Haralur Road,47.0
1500.0,2.0,3.0,1,2.0,4133.333333333333,Hennur Road,62.0
1160.0,2.0,2.0,1,2.0,4500.0,other,52.2
2378.0,3.0,3.0,1,1.0,11017.661900756939,other,262.0
1128.0,2.0,2.0,1,1.0,5319.148936170212,Sarjapur,60.0
1500.0,3.0,3.0,1,1.0,10000.0,Hebbal,150.0
1220.0,2.0,3.0,0,1.0,2887.7049180327863,other,35.23
1210.0,2.0,2.0,1,2.0,4793.388429752066,Sarjapur  Road,58.0
1100.0,2.0,3.0,0,1.0,5272.727272727273,Kanakpura Road,58.0
1200.0,3.0,3.0,1,2.0,3833.3333333333335,other,46.0
3385.0,5.0,4.0,0,2.0,7680.945347119646,Haralur Road,260.0
1641.0,3.0,3.0,1,2.0,4021.9378427787933,other,66.0
1200.0,2.0,2.0,1,1.0,3750.0,other,45.0
1260.0,2.0,2.0,1,1.0,5348.412698412699,Raja Rajeshwari Nagar,67.39
1720.0,3.0,3.0,1,3.0,4534.883720930233,other,78.0
1132.5,2.0,2.0,1,0.0,4249.889624724062,Yelahanka,48.13
1210.0,2.0,2.0,1,1.0,3800.0,Yelahanka,45.98
2200.0,4.0,4.0,1,2.0,9090.90909090909,other,200.0
1075.0,2.0,3.0,1,1.0,4186.046511627907,Bisuvanahalli,45.0
1702.0,3.0,3.0,1,2.0,7638.07285546416,Thanisandra,130.0
1630.0,2.0,2.0,1,2.0,12269.938650306749,other,200.0
1141.0,2.0,2.0,1,2.0,3378.6152497808935,Raja Rajeshwari Nagar,38.55
2072.0,3.0,3.0,0,2.0,5212.355212355213,other,108.0
1200.0,2.0,3.0,1,0.0,5833.333333333333,other,70.0
1350.0,3.0,3.0,1,0.0,5703.7037037037035,other,77.0
4046.0,4.0,4.0,0,0.0,10998.517053880376,other,445.0
1180.0,2.0,3.0,0,2.0,6638.983050847458,other,78.34
35000.0,3.0,3.0,1,3.0,371.42857142857144,Yelahanka,130.0
1355.0,2.0,2.0,1,2.0,8487.084870848708,other,115.0
600.0,1.0,1.0,1,0.0,8333.333333333334,other,50.0
1200.0,7.0,7.0,1,2.0,12500.0,Hormavu,150.0
1640.0,2.0,3.0,1,1.0,7317.073170731707,Bannerghatta Road,120.0
1200.0,5.0,5.0,1,0.0,8333.333333333334,other,100.0
1190.0,2.0,3.0,1,2.0,4789.915966386555,other,57.0
2400.0,4.0,4.0,1,2.0,15625.0,other,375.0
1019.0,2.0,2.0,1,2.0,4892.051030421982,Marathahalli,49.85
1875.0,3.0,3.0,1,2.0,8800.0,other,165.0
1250.0,3.0,3.0,0,2.0,3200.0,Akshaya Nagar,40.0
1200.0,3.0,3.0,1,2.0,11666.666666666666,other,140.0
1140.0,2.0,2.0,1,1.0,4912.2807017543855,Whitefield,56.0
1683.0,3.0,3.0,1,1.0,6476.5300059417705,other,109.0
1515.0,3.0,3.0,1,2.0,5498.349834983498,Kaggadasapura,83.3
2118.0,4.0,4.0,0,2.0,5240.793201133144,Hoodi,111.0
1380.0,3.0,4.0,1,0.0,4202.898550724638,Bannerghatta Road,58.0
1083.0,2.0,2.0,1,2.0,5701.754385964912,other,61.75
600.0,2.0,2.0,1,1.0,9166.666666666666,other,55.0
2300.0,3.0,3.0,1,3.0,5217.391304347826,other,120.0
1240.0,2.0,2.0,1,2.0,4838.709677419355,other,60.0
1750.0,3.0,3.0,1,1.0,6857.142857142857,other,120.0
1230.0,2.0,2.0,0,2.0,3534.959349593496,other,43.48
1500.0,3.0,3.0,0,1.0,9266.666666666666,other,139.0
985.0,2.0,2.0,1,1.0,4100.507614213198,other,40.39
1500.0,2.0,3.0,1,1.0,5800.0,other,87.0
1125.0,2.0,2.0,0,1.0,2888.0,Electronic City,32.49
950.0,2.0,2.0,1,1.0,4631.578947368421,other,44.0
1580.0,3.0,3.0,1,3.0,4810.126582278481,Kothanur,76.0
1092.0,2.0,3.0,1,1.0,9020.14652014652,other,98.5
1090.0,2.0,2.0,0,1.0,2600.0,Electronic City Phase II,28.34
2264.0,3.0,3.0,0,1.0,7022.968197879859,Hennur Road,159.0
1033.0,2.0,3.0,0,2.0,2471.4424007744433,other,25.53
810.0,2.0,2.0,0,2.0,3024.6913580246915,other,24.5
1045.0,2.0,2.0,1,0.0,4306.2200956937795,other,45.0
1337.0,2.0,2.0,0,1.0,6133.1338818249815,Hebbal,82.0
1200.0,2.0,2.0,1,2.0,2666.6666666666665,Chandapura,32.0
1580.0,3.0,3.0,1,2.0,10126.582278481013,Koramangala,160.0
1500.0,2.0,3.0,1,3.0,3600.0,Begur Road,54.0
1640.0,4.0,3.0,0,2.0,5548.780487804878,Whitefield,91.0
1570.0,3.0,3.0,1,2.0,3949.044585987261,other,62.0
1470.0,2.0,3.0,1,2.0,5578.231292517007,other,82.0
1160.0,2.0,2.0,1,2.0,3500.862068965517,Kengeri,40.61
1050.0,2.0,2.0,1,1.0,6761.9047619047615,7th Phase JP Nagar,71.0
1855.0,3.0,3.0,0,1.0,12129.380053908355,other,225.0
1460.0,2.0,3.0,1,1.0,6164.3835616438355,Bannerghatta Road,90.0
1823.0,3.0,3.0,1,2.0,5485.463521667581,Hulimavu,100.0
1094.0,2.0,2.0,1,2.0,3839.1224862888484,Electronic City,42.0
1153.0,2.0,2.0,1,2.0,4943.625325238509,Budigere,57.0
1325.0,3.0,3.0,1,1.0,4301.88679245283,other,57.0
1200.0,3.0,4.0,1,2.0,7083.333333333333,other,85.0
1590.0,2.0,3.0,1,2.0,7861.635220125786,Jakkur,125.0
1210.0,4.0,5.0,1,2.0,13223.140495867769,other,160.0
1200.0,4.0,4.0,1,0.0,18333.333333333332,Raja Rajeshwari Nagar,220.0
1202.0,2.0,2.0,1,1.0,3993.3444259567386,other,48.0
1202.0,2.0,2.0,1,1.0,4409.317803660566,Haralur Road,53.0
1200.0,2.0,2.0,1,3.0,5208.333333333333,other,62.5
1688.0,3.0,3.0,0,1.0,6990.521327014218,Panathur,118.0
1020.0,2.0,2.0,1,1.0,5098.0392156862745,other,52.0
1185.0,2.0,2.0,1,2.0,3966.2447257383965,Sarjapur,47.0
1235.0,2.0,2.0,0,1.0,4213.765182186235,Ramagondanahalli,52.04
3205.0,5.0,4.0,1,1.0,15600.624024960998,other,500.0
1077.0,2.0,2.0,1,2.0,3494.8932219127205,Banashankari,37.64
1415.0,2.0,3.0,1,3.0,4664.310954063604,other,66.0
2330.0,3.0,3.0,0,2.0,6952.789699570815,other,162.0
805.0,2.0,2.0,1,2.0,4347.826086956522,Whitefield,35.0
425.0,1.0,1.0,1,0.0,4712.941176470588,other,20.03
1155.0,2.0,2.0,1,3.0,5190.476190476191,Whitefield,59.95
5270.0,4.0,4.0,1,3.0,23719.165085388995,other,1250.0
656.0,2.0,2.0,1,1.0,3353.6585365853657,other,22.0
1100.0,2.0,2.0,1,0.0,4363.636363636364,other,48.0
1150.0,2.0,2.0,1,3.0,4521.739130434783,other,52.0
600.0,1.0,1.0,1,1.0,10000.0,other,60.0
1468.0,2.0,2.0,1,1.0,9536.784741144415,other,140.0
4300.0,5.0,4.0,1,2.0,12790.697674418605,other,550.0
2280.0,4.0,3.0,0,2.0,5526.315789473684,Whitefield,126.0
1341.0,2.0,2.0,1,1.0,7233.407904548844,other,97.0
1279.0,2.0,2.0,1,1.0,6020.3283815480845,Jakkur,77.0
2225.0,4.0,4.0,0,0.0,4444.044943820225,Electronic City Phase II,98.88
1185.0,2.0,2.0,1,2.0,3671.7299578059074,Thanisandra,43.51
1750.0,3.0,3.0,1,2.0,4857.142857142857,other,85.0
1152.0,2.0,2.0,1,1.0,4644.097222222223,other,53.5
1000.0,4.0,5.0,1,1.0,16000.0,other,160.0
1300.0,2.0,2.0,1,3.0,2769.230769230769,Hulimavu,36.0
2760.0,4.0,4.0,0,2.0,5615.942028985507,other,155.0
1070.0,2.0,2.0,0,2.0,3644.8598130841124,other,39.0
1101.0,2.0,2.0,1,0.0,4087.193460490463,Uttarahalli,45.0
775.0,2.0,2.0,1,1.0,7096.774193548387,other,55.0
667.0,1.0,1.0,1,1.0,5524.737631184408,Yeshwanthpur,36.85
1070.0,2.0,2.0,1,1.0,5140.186915887851,Electronic City,55.0
1875.0,2.0,3.0,1,2.0,5866.666666666667,other,110.0
735.0,2.0,2.0,1,1.0,7889.7959183673465,other,57.99
4360.0,4.0,5.0,1,1.0,2064.2201834862385,Sarjapur,90.0
1750.0,3.0,3.0,1,2.0,7428.571428571428,Koramangala,130.0
1215.0,2.0,2.0,1,1.0,5514.40329218107,Marathahalli,67.0
600.0,9.0,9.0,1,3.0,31666.666666666668,other,190.0
820.0,2.0,2.0,1,1.0,3658.5365853658536,other,30.0
1177.5,2.0,2.0,0,0.0,5090.0212314225055,other,59.935
1779.0,3.0,3.0,1,2.0,5037.099494097808,other,89.61
1105.0,2.0,2.0,1,2.0,5248.868778280543,other,58.0
1650.0,3.0,3.0,1,2.0,3636.3636363636365,Whitefield,60.0
1694.0,2.0,2.0,1,2.0,8854.78158205431,Jalahalli,150.0
2376.0,3.0,3.0,1,1.0,8543.771043771043,other,203.0
1975.0,3.0,3.0,1,3.0,7594.93670886076,other,150.0
674.0,2.0,2.0,1,1.0,4896.142433234421,other,33.0
1185.0,2.0,2.0,1,1.0,3459.915611814346,Kaggadasapura,41.0
445.0,1.0,1.0,1,0.0,6292.134831460674,other,28.0
900.0,7.0,6.0,1,2.0,8444.444444444445,other,76.0
1475.0,3.0,3.0,1,2.0,5084.745762711865,HSR Layout,75.0
1618.0,3.0,3.0,1,3.0,5098.887515451174,other,82.5
1120.0,2.0,2.0,1,0.0,5803.571428571428,Koramangala,65.0
2181.0,3.0,4.0,1,2.0,6969.280146721688,Marathahalli,152.0
1200.0,4.0,4.0,1,0.0,7500.0,other,90.0
600.0,4.0,6.0,1,3.0,10833.333333333334,other,65.0
1556.0,2.0,3.0,0,1.0,3800.1285347043704,Bannerghatta Road,59.13
1179.0,2.0,2.0,0,1.0,5599.660729431722,Bannerghatta Road,66.02
1296.0,2.0,2.0,1,2.0,6404.320987654321,Thanisandra,83.0
1275.0,2.0,2.0,1,2.0,4078.4313725490197,Kaggadasapura,52.0
1875.0,2.0,7.0,1,2.0,16000.0,other,300.0
1400.0,2.0,3.0,1,2.0,5500.0,other,77.0
1222.0,2.0,2.0,1,1.0,5155.482815057283,other,63.0
940.0,2.0,2.0,1,1.0,4361.702127659574,Electronic City,41.0
1185.0,2.0,2.0,1,2.0,3594.9367088607596,Thanisandra,42.6
1779.0,3.0,3.0,1,2.0,6295.6717256885895,other,112.0
1615.0,3.0,3.0,1,2.0,3700.30959752322,Begur Road,59.76
1056.0,2.0,2.0,1,1.0,5776.515151515152,Haralur Road,61.0
